,Time,ENABLE MFV,MFV,SVFTV,BVFTP,SVCCP
0,35.74300000000221,1,1,1,0,1
1,36.241000000001804,1,1,1,0,1
2,36.75800000000163,1,1,1,0,1
3,36.822000000000116,1,0,1,0,1
4,37.33299999999872,1,0,1,0,1
5,39.67399999999907,0,0,1,0,1
6,50.03899999999703,0,0,1,0,1
7,50.08899999999994,0,0,1,0,1
8,50.13900000000285,0,0,1,0,1
9,50.18899999999849,0,0,1,0,1
10,50.2390000000014,0,0,1,0,1
11,50.28899999999703,0,0,1,0,1
12,50.33899999999994,0,0,1,0,1
13,50.38900000000285,0,0,1,0,1
14,50.43899999999849,0,0,1,0,1
15,50.4890000000014,0,0,1,0,1
16,50.538000000000466,0,0,1,0,1
17,50.58899999999994,0,0,1,0,1
18,50.63999999999942,0,0,1,0,1
19,50.68899999999849,0,0,1,0,1
20,50.73999999999796,0,0,1,0,1
21,50.78899999999703,0,0,1,0,1
22,50.83899999999994,0,0,1,0,1
23,50.88900000000285,0,0,1,0,1
24,50.94000000000233,0,0,1,0,1
25,51.00600000000122,0,0,1,0,1
26,51.03899999999703,0,0,1,0,1
27,51.08899999999994,0,0,1,0,1
28,51.13900000000285,0,0,1,0,1
29,51.18899999999849,0,0,1,0,1
30,51.2390000000014,0,0,1,0,1
31,51.28899999999703,0,0,1,0,1
32,51.33899999999994,0,0,1,0,1
33,51.38999999999942,0,0,1,0,1
34,51.43899999999849,0,0,1,0,1
35,51.4890000000014,0,0,1,0,1
36,51.53899999999703,0,0,1,0,1
37,51.58899999999994,0,0,1,0,1
38,51.64600000000064,0,0,1,0,1
39,51.69799999999668,0,0,1,0,1
40,51.7390000000014,0,0,1,0,1
41,51.78899999999703,0,0,1,0,1
42,51.83899999999994,0,0,1,0,1
43,51.896999999997206,0,0,1,0,1
44,51.940999999998894,0,0,1,0,1
45,51.98999999999796,0,0,1,0,1
46,52.03899999999703,0,0,1,0,1
47,52.08899999999994,0,0,1,0,1
48,52.13900000000285,0,0,1,0,1
49,52.2019999999975,0,0,1,0,1
50,52.262000000002445,0,0,1,0,1
51,52.28899999999703,0,0,1,0,1
52,52.33899999999994,0,0,1,0,1
53,52.38900000000285,0,0,1,0,1
54,52.43899999999849,0,0,1,0,1
55,52.4890000000014,0,0,1,0,1
56,52.55399999999645,0,0,1,0,1
57,52.61499999999796,0,0,1,0,1
58,52.63900000000285,0,0,1,0,1
59,52.69600000000355,0,0,1,0,1
60,52.7390000000014,0,0,1,0,1
61,52.78899999999703,0,0,1,0,1
62,52.83999999999651,0,0,1,0,1
63,52.88900000000285,0,0,1,0,1
64,52.94000000000233,0,0,1,0,1
65,52.9890000000014,0,0,1,0,1
66,53.03899999999703,0,0,1,0,1
67,53.11099999999715,0,0,1,0,1
68,53.25200000000041,0,0,1,0,1
69,53.30000000000291,0,0,1,0,1
70,53.34799999999814,0,0,1,0,1
71,53.39600000000064,0,0,1,0,1
72,53.44400000000314,0,0,1,0,1
73,53.49199999999837,0,0,1,0,1
74,53.54000000000087,0,0,1,0,1
75,53.588000000003376,0,0,1,0,1
76,53.63900000000285,0,0,1,0,1
77,53.68899999999849,0,0,1,0,1
78,53.7390000000014,0,0,1,0,1
79,53.78899999999703,0,0,1,0,1
80,53.83899999999994,0,0,1,0,1
81,53.88900000000285,0,0,1,0,1
82,53.93899999999849,0,0,1,0,1
83,53.9890000000014,0,0,1,0,1
84,54.03899999999703,0,0,1,0,1
85,54.08899999999994,0,0,1,0,1
86,54.13900000000285,0,0,1,0,1
87,54.18899999999849,0,0,1,0,1
88,54.2390000000014,0,0,1,0,1
89,54.28899999999703,0,0,1,0,1
90,54.33899999999994,0,0,1,0,1
91,54.38900000000285,0,0,1,0,1
92,54.43899999999849,0,0,1,0,1
93,54.4890000000014,0,0,1,0,1
94,54.53899999999703,0,0,1,0,1
95,54.58899999999994,0,0,1,0,1
96,54.63799999999901,0,0,1,0,1
97,54.68899999999849,0,0,1,0,1
98,54.7390000000014,0,0,1,0,1
99,54.78899999999703,0,0,1,0,1
100,54.83899999999994,0,0,1,0,1
101,54.88900000000285,0,0,1,0,1
102,54.93899999999849,0,0,1,0,1
103,54.9890000000014,0,0,1,0,1
104,55.04000000000087,0,0,1,0,1
105,55.08899999999994,0,0,1,0,1
106,55.13900000000285,0,0,1,0,1
107,55.211999999999534,0,0,1,0,1
108,55.2390000000014,0,0,1,0,1
109,55.28899999999703,0,0,1,0,1
110,55.33899999999994,0,0,1,0,1
111,55.38900000000285,0,0,1,0,1
112,55.43899999999849,0,0,1,0,1
113,55.4890000000014,0,0,1,0,1
114,55.53899999999703,0,0,1,0,1
115,55.58899999999994,0,0,1,0,1
116,55.63900000000285,0,0,1,0,1
117,55.70599999999831,0,0,1,0,1
118,55.7390000000014,0,0,1,0,1
119,55.78899999999703,0,0,1,0,1
120,55.83899999999994,0,0,1,0,1
121,55.88900000000285,0,0,1,0,1
122,55.93899999999849,0,0,1,0,1
123,55.9890000000014,0,0,1,0,1
124,56.03899999999703,0,0,1,0,1
125,56.099999999998545,0,0,1,0,1
126,56.13900000000285,0,0,1,0,1
127,56.18899999999849,0,0,1,0,1
128,56.2390000000014,0,0,1,0,1
129,56.28899999999703,0,0,1,0,1
130,56.33899999999994,0,0,1,0,1
131,56.38900000000285,0,0,1,0,1
132,56.44000000000233,0,0,1,0,1
133,56.4890000000014,0,0,1,0,1
134,56.53899999999703,0,0,1,0,1
135,56.58899999999994,0,0,1,0,1
136,56.63900000000285,0,0,1,0,1
137,56.69000000000233,0,0,1,0,1
138,56.7390000000014,0,0,1,0,1
139,56.78899999999703,0,0,1,0,1
140,56.83899999999994,0,0,1,0,1
141,56.96899999999732,0,0,1,0,1
142,57.02100000000064,0,0,1,0,1
143,57.07299999999668,0,0,1,0,1
144,57.125,0,0,1,0,1
145,57.17700000000332,0,0,1,0,1
146,57.22899999999936,0,0,1,0,1
147,57.28100000000268,0,0,1,0,1
148,57.33299999999872,0,0,1,0,1
149,57.38500000000204,0,0,1,0,1
150,57.43699999999808,0,0,1,0,1
151,57.4890000000014,0,0,1,0,1
152,57.53899999999703,0,0,1,0,1
153,57.58899999999994,0,0,1,0,1
154,57.63900000000285,0,0,1,0,1
155,57.68899999999849,0,0,1,0,1
156,57.7390000000014,0,0,1,0,1
157,57.78899999999703,0,0,1,0,1
158,57.83899999999994,0,0,1,0,1
159,57.88900000000285,0,0,1,0,1
160,57.93899999999849,0,0,1,0,1
161,57.9890000000014,0,0,1,0,1
162,58.03899999999703,0,0,1,0,1
163,58.08899999999994,0,0,1,0,1
164,58.13900000000285,0,0,1,0,1
165,58.18899999999849,0,0,1,0,1
166,58.2390000000014,0,0,1,0,1
167,58.28899999999703,0,0,1,0,1
168,58.33899999999994,0,0,1,0,1
169,58.38999999999942,0,0,1,0,1
170,58.43899999999849,0,0,1,0,1
171,58.48999999999796,0,0,1,0,1
172,58.53899999999703,0,0,1,0,1
173,58.58899999999994,0,0,1,0,1
174,58.63999999999942,0,0,1,0,1
175,58.68899999999849,0,0,1,0,1
176,58.7390000000014,0,0,1,0,1
177,58.78899999999703,0,0,1,0,1
178,58.83899999999994,0,0,1,0,1
179,58.88900000000285,0,0,1,0,1
180,58.93899999999849,0,0,1,0,1
181,58.9890000000014,0,0,1,0,1
182,59.03899999999703,0,0,1,0,1
183,59.08899999999994,0,0,1,0,1
184,59.13900000000285,0,0,1,0,1
185,59.18899999999849,0,0,1,0,1
186,59.2390000000014,0,0,1,0,1
187,59.28899999999703,0,0,1,0,1
188,59.33899999999994,0,0,1,0,1
189,59.38900000000285,0,0,1,0,1
190,59.43899999999849,0,0,1,0,1
191,59.4890000000014,0,0,1,0,1
192,59.53899999999703,0,0,1,0,1
193,59.58899999999994,0,0,1,0,1
194,59.63900000000285,0,0,1,0,1
195,59.68899999999849,0,0,1,0,1
196,59.7390000000014,0,0,1,0,1
197,59.78899999999703,0,0,1,0,1
198,59.83899999999994,0,0,1,0,1
199,59.88900000000285,0,0,1,0,1
200,59.93899999999849,0,0,1,0,1
201,59.9890000000014,0,0,1,0,1
202,60.03899999999703,0,0,1,0,1
203,60.08899999999994,0,0,1,0,1
204,60.13900000000285,0,0,1,0,1
205,60.18899999999849,0,0,1,0,1
206,60.2390000000014,0,0,1,0,1
207,60.28899999999703,0,0,1,0,1
208,60.33899999999994,0,0,1,0,1
209,60.38900000000285,0,0,1,0,1
210,60.43899999999849,0,0,1,0,1
211,60.4890000000014,0,0,1,0,1
212,60.53899999999703,0,0,1,0,1
213,60.58999999999651,0,0,1,0,1
214,60.63900000000285,0,0,1,0,1
215,60.68899999999849,0,0,1,0,1
216,60.7390000000014,0,0,1,0,1
217,60.78899999999703,0,0,1,0,1
218,60.83899999999994,0,0,1,0,1
219,60.88900000000285,0,0,1,0,1
220,60.93899999999849,0,0,1,0,1
221,60.9890000000014,0,0,1,0,1
222,61.03899999999703,0,0,1,0,1
223,61.08899999999994,0,0,1,0,1
224,61.13900000000285,0,0,1,0,1
225,61.18899999999849,0,0,1,0,1
226,61.2390000000014,0,0,1,0,1
227,61.28899999999703,0,0,1,0,1
228,61.33899999999994,0,0,1,0,1
229,61.38900000000285,0,0,1,0,1
230,61.43899999999849,0,0,1,0,1
231,61.4890000000014,0,0,1,0,1
232,61.53899999999703,0,0,1,0,1
233,61.58899999999994,0,0,1,0,1
234,61.63900000000285,0,0,1,0,1
235,61.68899999999849,0,0,1,0,1
236,61.7390000000014,0,0,1,0,1
237,61.78899999999703,0,0,1,0,1
238,61.83899999999994,0,0,1,0,1
239,61.88900000000285,0,0,1,0,1
240,61.93899999999849,0,0,1,0,1
241,61.9890000000014,0,0,1,0,1
242,62.03899999999703,0,0,1,0,1
243,62.08899999999994,0,0,1,0,1
244,62.13900000000285,0,0,1,0,1
245,62.18899999999849,0,0,1,0,1
246,62.2390000000014,0,0,1,0,1
247,62.28899999999703,0,0,1,0,1
248,62.33899999999994,0,0,1,0,1
249,62.38900000000285,0,0,1,0,1
250,62.43899999999849,0,0,1,0,1
251,62.4890000000014,0,0,1,0,1
252,62.53899999999703,0,0,1,0,1
253,62.58899999999994,0,0,1,0,1
254,62.63900000000285,0,0,1,0,1
255,62.68899999999849,0,0,1,0,1
256,62.7390000000014,0,0,1,0,1
257,62.78899999999703,0,0,1,0,1
258,62.83899999999994,0,0,1,0,1
259,62.88900000000285,0,0,1,0,1
260,62.93899999999849,0,0,1,0,1
261,62.9890000000014,0,0,1,0,1
262,63.03899999999703,0,0,1,0,1
263,63.08899999999994,0,0,1,0,1
264,63.13900000000285,0,0,1,0,1
265,63.18899999999849,0,0,1,0,1
266,63.2390000000014,0,0,1,0,1
267,63.28899999999703,0,0,1,0,1
268,63.33899999999994,0,0,1,0,1
269,63.38900000000285,0,0,1,0,1
270,63.43899999999849,0,0,1,0,1
271,63.4890000000014,0,0,1,0,1
272,63.53899999999703,0,0,1,0,1
273,63.58899999999994,0,0,1,0,1
274,63.63900000000285,0,0,1,0,1
275,63.68899999999849,0,0,1,0,1
276,63.7390000000014,0,0,1,0,1
277,63.78899999999703,0,0,1,0,1
278,63.83899999999994,0,0,1,0,1
279,63.88900000000285,0,0,1,0,1
280,63.93899999999849,0,0,1,0,1
281,63.98999999999796,0,0,1,0,1
282,64.03899999999703,0,0,1,0,1
283,64.08899999999994,0,0,1,0,1
284,64.13900000000285,0,0,1,0,1
285,64.18899999999849,0,0,1,0,1
286,64.2390000000014,0,0,1,0,1
287,64.28899999999703,0,0,1,0,1
288,64.33899999999994,0,0,1,0,1
289,64.38900000000285,0,0,1,0,1
290,64.43899999999849,0,0,1,0,1
291,64.4890000000014,0,0,1,0,1
292,64.53899999999703,0,0,1,0,1
293,64.58899999999994,0,0,1,0,1
294,64.63900000000285,0,0,1,0,1
295,64.68899999999849,0,0,1,0,1
296,64.7390000000014,0,0,1,0,1
297,64.78899999999703,0,0,1,0,1
298,64.83899999999994,0,0,1,0,1
299,64.88900000000285,0,0,1,0,1
300,64.93899999999849,0,0,1,0,1
301,64.9890000000014,0,0,1,0,1
302,65.03899999999703,0,0,1,0,1
303,65.08899999999994,0,0,1,0,1
304,65.13900000000285,0,0,1,0,1
305,65.18899999999849,0,0,1,0,1
306,65.2390000000014,0,0,1,0,1
307,65.28899999999703,0,0,1,0,1
308,65.33899999999994,0,0,1,0,1
309,65.38900000000285,0,0,1,0,1
310,65.43899999999849,0,0,1,0,1
311,65.4890000000014,0,0,1,0,1
312,65.53899999999703,0,0,1,0,1
313,65.58899999999994,0,0,1,0,1
314,65.63900000000285,0,0,1,0,1
315,65.68899999999849,0,0,1,0,1
316,65.7390000000014,0,0,1,0,1
317,65.78899999999703,0,0,1,0,1
318,65.83899999999994,0,0,1,0,1
319,65.88900000000285,0,0,1,0,1
320,65.93899999999849,0,0,1,0,1
321,65.98999999999796,0,0,1,0,1
322,66.03899999999703,0,0,1,0,1
323,66.08899999999994,0,0,1,0,1
324,66.13900000000285,0,0,1,0,1
325,66.18899999999849,0,0,1,0,1
326,66.2390000000014,0,0,1,0,1
327,66.28899999999703,0,0,1,0,1
328,66.33899999999994,0,0,1,0,1
329,66.38900000000285,0,0,1,0,1
330,66.43899999999849,0,0,1,0,1
331,66.4890000000014,0,0,1,0,1
332,66.53899999999703,0,0,1,0,1
333,66.58899999999994,0,0,1,0,1
334,66.63900000000285,0,0,1,0,1
335,66.68899999999849,0,0,1,0,1
336,66.7390000000014,0,0,1,0,1
337,66.78899999999703,0,0,1,0,1
338,66.83899999999994,0,0,1,0,1
339,66.88900000000285,0,0,1,0,1
340,66.93899999999849,0,0,1,0,1
341,66.9890000000014,0,0,1,0,1
342,67.03899999999703,0,0,1,0,1
343,67.08899999999994,0,0,1,0,1
344,67.13900000000285,0,0,1,0,1
345,67.18899999999849,0,0,1,0,1
346,67.2390000000014,0,0,1,0,1
347,67.28899999999703,0,0,1,0,1
348,67.33899999999994,0,0,1,0,1
349,67.38900000000285,0,0,1,0,1
350,67.43899999999849,0,0,1,0,1
351,67.4890000000014,0,0,1,0,1
352,67.53899999999703,0,0,1,0,1
353,67.58899999999994,0,0,1,0,1
354,67.63900000000285,0,0,1,0,1
355,67.68899999999849,0,0,1,0,1
356,67.73999999999796,0,0,1,0,1
357,67.78899999999703,0,0,1,0,1
358,67.83899999999994,0,0,1,0,1
359,67.88900000000285,0,0,1,0,1
360,67.93899999999849,0,0,1,0,1
361,67.9890000000014,0,0,1,0,1
362,68.03899999999703,0,0,1,0,1
363,68.08899999999994,0,0,1,0,1
364,68.13900000000285,0,0,1,0,1
365,68.18899999999849,0,0,1,0,1
366,68.2390000000014,0,0,1,0,1
367,68.28899999999703,0,0,1,0,1
368,68.33899999999994,0,0,1,0,1
369,68.38900000000285,0,0,1,0,1
370,68.43899999999849,0,0,1,0,1
371,68.4890000000014,0,0,1,0,1
372,68.53899999999703,0,0,1,0,1
373,68.58899999999994,0,0,1,0,1
374,68.63900000000285,0,0,1,0,1
375,68.68899999999849,0,0,1,0,1
376,68.7390000000014,0,0,1,0,1
377,68.78899999999703,0,0,1,0,1
378,68.83899999999994,0,0,1,0,1
379,68.88999999999942,0,0,1,0,1
380,68.93899999999849,0,0,1,0,1
381,68.9890000000014,0,0,1,0,1
382,69.03899999999703,0,0,1,0,1
383,69.08899999999994,0,0,1,0,1
384,69.13900000000285,0,0,1,0,1
385,69.18899999999849,0,0,1,0,1
386,69.2390000000014,0,0,1,0,1
387,69.28899999999703,0,0,1,0,1
388,69.33899999999994,0,0,1,0,1
389,69.38900000000285,0,0,1,0,1
390,69.43899999999849,0,0,1,0,1
391,69.48999999999796,0,0,1,0,1
392,69.53899999999703,0,0,1,0,1
393,69.58899999999994,0,0,1,0,1
394,69.63900000000285,0,0,1,0,1
395,69.68899999999849,0,0,1,0,1
396,69.7390000000014,0,0,1,0,1
397,69.78899999999703,0,0,1,0,1
398,69.83899999999994,0,0,1,0,1
399,69.88900000000285,0,0,1,0,1
400,69.93899999999849,0,0,1,0,1
401,69.9890000000014,0,0,1,0,1
402,70.03899999999703,0,0,1,0,1
403,70.08899999999994,0,0,1,0,1
404,70.13900000000285,0,0,1,0,1
405,70.19000000000233,0,0,1,0,1
406,70.2390000000014,0,0,1,0,1
407,70.28899999999703,0,0,1,0,1
408,70.33899999999994,0,0,1,0,1
409,70.38900000000285,0,0,1,0,1
410,70.43899999999849,0,0,1,0,1
411,70.4890000000014,0,0,1,0,1
412,70.53899999999703,0,0,1,0,1
413,70.58899999999994,0,0,1,0,1
414,70.63900000000285,0,0,1,0,1
415,70.68899999999849,0,0,1,0,1
416,70.7390000000014,0,0,1,0,1
417,70.78899999999703,0,0,1,0,1
418,70.83899999999994,0,0,1,0,1
419,70.88900000000285,0,0,1,0,1
420,70.93899999999849,0,0,1,0,1
421,70.9890000000014,0,0,1,0,1
422,71.03899999999703,0,0,1,0,1
423,71.08899999999994,0,0,1,0,1
424,71.13900000000285,0,0,1,0,1
425,71.18899999999849,0,0,1,0,1
426,71.2390000000014,0,0,1,0,1
427,71.28899999999703,0,0,1,0,1
428,71.33899999999994,0,0,1,0,1
429,71.38900000000285,0,0,1,0,1
430,71.43899999999849,0,0,1,0,1
431,71.4890000000014,0,0,1,0,1
432,71.53899999999703,0,0,1,0,1
433,71.58899999999994,0,0,1,0,1
434,71.63900000000285,0,0,1,0,1
435,71.68899999999849,0,0,1,0,1
436,71.7390000000014,0,0,1,0,1
437,71.78899999999703,0,0,1,0,1
438,71.83899999999994,0,0,1,0,1
439,71.88900000000285,0,0,1,0,1
440,71.93899999999849,0,0,1,0,1
441,71.9890000000014,0,0,1,0,1
442,72.03899999999703,0,0,1,0,1
443,72.08899999999994,0,0,1,0,1
444,72.13900000000285,0,0,1,0,1
445,72.18899999999849,0,0,1,0,1
446,72.2390000000014,0,0,1,0,1
447,72.28899999999703,0,0,1,0,1
448,72.33899999999994,0,0,1,0,1
449,72.38900000000285,0,0,1,0,1
450,72.43899999999849,0,0,1,0,1
451,72.48999999999796,0,0,1,0,1
452,72.53899999999703,0,0,1,0,1
453,72.58899999999994,0,0,1,0,1
454,72.63900000000285,0,0,1,0,1
455,72.68899999999849,0,0,1,0,1
456,72.7390000000014,0,0,1,0,1
457,72.78899999999703,0,0,1,0,1
458,72.83899999999994,0,0,1,0,1
459,72.88900000000285,0,0,1,0,1
460,72.93899999999849,0,0,1,0,1
461,72.9890000000014,0,0,1,0,1
462,73.03899999999703,0,0,1,0,1
463,73.08999999999651,0,0,1,0,1
464,73.13900000000285,0,0,1,0,1
465,73.18899999999849,0,0,1,0,1
466,73.2390000000014,0,0,1,0,1
467,73.28899999999703,0,0,1,0,1
468,73.33899999999994,0,0,1,0,1
469,73.38900000000285,0,0,1,0,1
470,73.43899999999849,0,0,1,0,1
471,73.4890000000014,0,0,1,0,1
472,73.53899999999703,0,0,1,0,1
473,73.58899999999994,0,0,1,0,1
474,73.63900000000285,0,0,1,0,1
475,73.68899999999849,0,0,1,0,1
476,73.7390000000014,0,0,1,0,1
477,73.78899999999703,0,0,1,0,1
478,73.83899999999994,0,0,1,0,1
479,73.88900000000285,0,0,1,0,1
480,73.93899999999849,0,0,1,0,1
481,73.9890000000014,0,0,1,0,1
482,74.03899999999703,0,0,1,0,1
483,74.08899999999994,0,0,1,0,1
484,74.13900000000285,0,0,1,0,1
485,74.18899999999849,0,0,1,0,1
486,74.2390000000014,0,0,1,0,1
487,74.28899999999703,0,0,1,0,1
488,74.33899999999994,0,0,1,0,1
489,74.38900000000285,0,0,1,0,1
490,74.43899999999849,0,0,1,0,1
491,74.48999999999796,0,0,1,0,1
492,74.53899999999703,0,0,1,0,1
493,74.58899999999994,0,0,1,0,1
494,74.63900000000285,0,0,1,0,1
495,74.68899999999849,0,0,1,0,1
496,74.7390000000014,0,0,1,0,1
497,74.78899999999703,0,0,1,0,1
498,74.83899999999994,0,0,1,0,1
499,74.88900000000285,0,0,1,0,1
500,74.93899999999849,0,0,1,0,1
501,74.9890000000014,0,0,1,0,1
502,75.03899999999703,0,0,1,0,1
503,75.08899999999994,0,0,1,0,1
504,75.13900000000285,0,0,1,0,1
505,75.18899999999849,0,0,1,0,1
506,75.2390000000014,0,0,1,0,1
507,75.28899999999703,0,0,1,0,1
508,75.33899999999994,0,0,1,0,1
509,75.38900000000285,0,0,1,0,1
510,75.44000000000233,0,0,1,0,1
511,75.4890000000014,0,0,1,0,1
