,Time,MFT
371,269.4449999999997,0.745431
372,269.4459999999999,0.745431
373,269.6090000000004,0.745431
374,269.65800000000036,0.745142
375,269.7420000000002,0.742826
376,269.7529999999997,0.742826
377,269.8649999999998,0.737038
378,270.009,0.740511
379,270.0559999999996,0.74109
380,270.16200000000026,0.739353
381,270.28499999999985,0.724013
382,270.39900000000034,0.732696
383,270.4470000000001,0.732696
384,270.52800000000025,0.732696
385,270.54699999999957,0.732407
386,270.59699999999975,0.731828
387,270.66299999999956,0.732407
388,270.6959999999999,0.733854
389,270.7539999999999,0.731249
390,270.84799999999996,0.745721
391,270.89699999999993,0.745142
392,270.9459999999999,0.746589
393,270.9960000000001,0.747747
394,271.0550000000003,0.747747
395,271.09699999999975,0.749484
396,271.14599999999973,0.752089
397,271.27000000000044,0.744274
398,271.39300000000003,0.752957
399,271.4449999999997,0.753536
400,271.4960000000001,0.752668
401,271.5739999999996,0.752957
402,271.59599999999955,0.752957
403,271.71600000000035,0.743116
404,271.84199999999964,0.750352
405,271.89500000000044,0.7463
406,271.9920000000002,0.743405
407,271.9960000000001,0.743405
408,272.1409999999996,0.739932
409,272.27199999999993,0.749773
410,272.3230000000003,0.743984
411,272.4499999999998,0.740222
412,272.6139999999996,0.74109
413,272.66200000000026,0.742248
414,272.7569999999996,0.732985
415,272.7579999999998,0.752668
416,272.85300000000007,0.748615
417,272.97000000000025,0.745721
418,273.01800000000003,0.746879
419,273.1099999999997,0.747747
420,273.1149999999998,0.747747
421,273.16299999999956,0.746879
422,273.22900000000027,0.752378
423,273.3090000000002,0.745142
424,273.39699999999993,0.74601
425,273.40499999999975,0.74601
426,273.549,0.747747
427,273.6199999999999,0.747168
428,273.64599999999973,0.7463
429,273.6959999999999,0.746879
430,273.77900000000045,0.738485
431,273.79699999999957,0.747747
432,273.90599999999995,0.743695
433,274.0630000000001,0.742537
434,274.1949999999997,0.742537
435,274.2470000000003,0.747168
436,274.29699999999957,0.75151
437,274.3590000000004,0.742826
438,274.39599999999973,0.739932
439,274.4459999999999,0.741958
440,274.51900000000023,0.7408
441,274.5460000000003,0.74109
442,274.59599999999955,0.739932
443,274.6840000000002,0.7408
444,274.6959999999999,0.7408
445,274.7560000000003,0.745721
446,274.79699999999957,0.734433
447,274.8739999999998,0.748326
448,274.89599999999973,0.745721
449,274.96799999999985,0.744853
450,274.9960000000001,0.745142
451,275.0709999999999,0.745142
452,275.09599999999955,0.744853
453,275.1710000000003,0.743984
454,275.1970000000001,0.743984
455,275.2460000000001,0.741669
456,275.326,0.749484
457,275.34599999999955,0.748036
458,275.39599999999973,0.744563
459,275.4459999999999,0.742826
460,275.6779999999999,0.742537
461,275.8050000000003,0.732696
462,275.9369999999999,0.73559
463,276.02300000000014,0.735012
464,276.04200000000037,0.735012
465,276.1300000000001,0.736169
466,276.14500000000044,0.737038
467,276.2049999999999,0.736169
468,276.33700000000044,0.728354
469,276.3890000000001,0.738774
470,276.4430000000002,0.736169
471,276.58700000000044,0.734722
472,276.6390000000001,0.734143
473,276.78399999999965,0.732117
474,276.89300000000003,0.735301
475,276.9449999999997,0.731828
476,276.9970000000003,0.732985
477,277.0460000000003,0.734433
478,277.16299999999956,0.733854
479,277.28700000000026,0.734433
480,277.3890000000001,0.728354
481,277.4409999999998,0.735012
482,277.4939999999997,0.734433
483,277.59000000000015,0.734722
484,277.59799999999996,0.735301
485,277.7619999999997,0.73588
486,277.8109999999997,0.728065
487,277.8590000000004,0.734722
488,277.9390000000003,0.739643
489,278.03499999999985,0.737617
490,278.1180000000004,0.737327
491,278.28099999999995,0.739932
492,278.3670000000002,0.745431
493,278.3860000000004,0.748615
494,278.46200000000044,0.745142
495,278.5659999999998,0.744853
496,278.64400000000023,0.74601
497,278.66200000000026,0.746589
498,278.79200000000037,0.750641
499,278.84299999999985,0.753825
500,278.9889999999996,0.750352
501,279.1080000000002,0.750641
502,279.15599999999995,0.750641
503,279.26900000000023,0.749194
504,279.3609999999999,0.744563
505,279.3779999999997,0.745142
506,279.46600000000035,0.748036
507,279.5649999999996,0.748326
508,279.70799999999963,0.745721
509,279.7550000000001,0.74601
510,279.884,0.742826
511,279.9350000000004,0.741958
512,280.08899999999994,0.743984
513,280.1800000000003,0.743695
514,280.1930000000002,0.743984
515,280.3050000000003,0.742537
516,280.39999999999964,0.739932
517,280.41299999999956,0.7408
518,280.6170000000002,0.739353
519,280.66600000000017,0.740222
520,280.71299999999974,0.739064
521,280.77499999999964,0.737617
522,280.8699999999999,0.735301
523,280.97000000000025,0.73588
524,281.1409999999996,0.73588
525,281.2539999999999,0.736169
526,281.3019999999997,0.732985
527,281.35000000000036,0.730959
528,281.4539999999997,0.733564
529,281.5029999999997,0.732696
530,281.6080000000002,0.732117
531,281.70600000000013,0.732407
532,281.7539999999999,0.732985
533,281.951,0.737617
534,282.0569999999998,0.734143
535,282.10599999999977,0.73559
536,282.21799999999985,0.736169
537,282.3029999999999,0.73559
538,282.3149999999996,0.737617
539,282.40499999999975,0.731249
540,282.4979999999996,0.73588
541,282.5460000000003,0.736169
542,282.6390000000001,0.73588
543,282.64599999999973,0.73588
544,282.8029999999999,0.73588
545,282.85099999999966,0.739064
546,282.96699999999964,0.736748
547,283.0479999999998,0.736459
548,283.0630000000001,0.736748
549,283.1409999999996,0.73588
550,283.3059999999996,0.73588
551,283.41200000000026,0.737906
552,283.46000000000004,0.741669
553,283.5079999999998,0.738774
554,283.59299999999985,0.738774
555,283.7520000000004,0.737906
556,283.8010000000004,0.737617
557,283.9350000000004,0.736459
558,284.0590000000002,0.733564
559,284.10699999999997,0.734433
560,284.22099999999955,0.733564
561,284.32800000000043,0.734143
562,284.3800000000001,0.739353
563,284.509,0.739932
564,284.625,0.742826
565,284.6760000000004,0.742537
566,284.8000000000002,0.743695
567,284.8720000000003,0.742826
568,284.89599999999973,0.747458
569,285.0500000000002,0.741669
570,285.09900000000016,0.741958
571,285.2380000000003,0.741379
572,285.35599999999977,0.741379
573,285.40400000000045,0.745431
574,285.47699999999986,0.739643
575,285.5,0.743695
576,285.66499999999996,0.735301
577,285.7370000000001,0.737327
578,285.7610000000004,0.737327
579,285.8869999999997,0.740222
580,285.9390000000003,0.748036
581,285.991,0.744853
582,286.04399999999987,0.736748
583,286.1970000000001,0.741669
584,286.2460000000001,0.741958
585,286.29699999999957,0.743116
586,286.3720000000003,0.745142
587,286.4549999999999,0.748036
588,286.60199999999986,0.746879
589,286.65099999999984,0.748036
590,286.6980000000003,0.747458
591,286.8289999999997,0.748615
592,286.8819999999996,0.748036
593,286.9539999999997,0.751799
594,286.9849999999997,0.755851
595,287.03700000000026,0.757588
596,287.08899999999994,0.754404
597,287.1409999999996,0.753825
598,287.1940000000004,0.753246
599,287.2569999999996,0.751799
600,287.2960000000003,0.751799
601,287.3739999999998,0.752089
602,287.39599999999973,0.752378
603,287.4459999999999,0.754983
604,287.52700000000004,0.744563
605,287.5460000000003,0.757009
606,287.66299999999956,0.752378
607,287.7389999999996,0.752089
608,287.7579999999998,0.752378
609,287.8270000000002,0.752957
610,287.96200000000044,0.748905
611,288.04100000000017,0.750352
612,288.0590000000002,0.752089
613,288.1809999999996,0.749773
614,288.23199999999997,0.749484
615,288.28399999999965,0.748905
616,288.34199999999964,0.746589
617,288.4880000000003,0.739353
618,288.53999999999996,0.73559
619,288.6750000000002,0.736169
620,288.78600000000006,0.733564
621,288.83799999999974,0.731828
622,288.95600000000013,0.73067
623,289.0039999999999,0.727776
624,289.08100000000013,0.728933
625,289.09900000000016,0.729512
626,289.15700000000015,0.729512
627,289.22199999999975,0.729802
628,289.3119999999999,0.730959
629,289.45700000000033,0.733854
630,289.5039999999999,0.733564
631,289.5519999999997,0.741958
632,289.71600000000035,0.733564
633,289.817,0.732407
634,289.91799999999967,0.732696
635,289.96500000000015,0.732696
636,290.0140000000001,0.731538
637,290.08700000000044,0.729512
638,290.15700000000015,0.73038
639,290.15899999999965,0.73038
640,290.28300000000036,0.729223
641,290.33600000000024,0.728644
642,290.3869999999997,0.728354
643,290.46600000000035,0.728933
644,290.4920000000002,0.728065
645,290.6300000000001,0.728933
646,290.683,0.730959
647,290.7399999999998,0.729802
648,290.8239999999996,0.73067
649,290.83799999999974,0.730959
650,290.9279999999999,0.732407
651,290.9430000000002,0.732985
652,291.0739999999996,0.724881
653,291.1769999999997,0.742537
654,291.22900000000027,0.740222
655,291.28099999999995,0.742826
656,291.34100000000035,0.743405
657,291.39699999999993,0.744274
658,291.4380000000001,0.745431
659,291.5150000000003,0.744563
660,291.54100000000017,0.743984
661,291.59299999999985,0.750063
662,291.64500000000044,0.748905
663,291.6959999999999,0.7463
664,291.7460000000001,0.749484
665,291.79699999999957,0.749484
666,291.8670000000002,0.748615
667,291.89599999999973,0.748326
668,291.9539999999997,0.748615
669,292.6779999999999,0.727197
670,292.72999999999956,0.729802
671,292.78200000000015,0.730091
672,292.83399999999983,0.730959
673,292.8869999999997,0.730091
674,292.9390000000003,0.731249
675,292.9899999999998,0.731828
676,293.067,0.728065
677,293.09400000000005,0.728354
678,293.14599999999973,0.726328
679,293.23099999999977,0.737327
680,293.2470000000003,0.737617
681,293.2960000000003,0.737906
682,293.35599999999977,0.7408
683,293.39599999999973,0.741379
684,294.14300000000003,0.7463
685,294.1940000000004,0.744274
686,294.2460000000001,0.7408
687,294.2960000000003,0.742537
688,294.34599999999955,0.742537
689,294.40200000000004,0.742248
690,294.4480000000003,0.743405
691,294.4970000000003,0.744853
692,294.5460000000003,0.743116
693,294.59699999999975,0.744563
694,294.64699999999993,0.750641
695,294.7039999999997,0.742826
696,294.76800000000003,0.748036
697,294.7960000000003,0.748615
698,294.84599999999955,0.750931
699,295.47400000000016,0.747747
700,295.52599999999984,0.747168
701,295.5789999999997,0.748326
702,295.6300000000001,0.750063
703,295.683,0.745142
704,295.7610000000004,0.742537
705,295.78700000000026,0.743116
706,295.83799999999974,0.74601
707,295.8900000000003,0.744853
708,295.9480000000003,0.744853
709,295.9939999999997,0.7463
710,296.0460000000003,0.7463
711,296.09900000000016,0.748615
712,296.14999999999964,0.748615
713,296.1959999999999,0.756141
714,296.2460000000001,0.750931
715,296.3040000000001,0.746589
716,296.34699999999975,0.748326
717,296.39699999999993,0.748036
718,296.491,0.746589
719,296.4960000000001,0.746589
720,296.59500000000025,0.743695
721,296.60699999999997,0.744563
722,296.674,0.733564
723,296.8220000000001,0.739064
724,296.9939999999997,0.738195
725,297.0460000000003,0.737327
726,297.16700000000037,0.72546
727,297.2569999999996,0.737038
728,297.27199999999993,0.735012
729,297.4290000000001,0.739932
730,297.48099999999977,0.740511
731,297.5519999999997,0.7408
732,297.64900000000034,0.749194
733,297.6970000000001,0.753536
734,297.79699999999957,0.745721
735,297.9409999999998,0.741958
736,297.9939999999997,0.740511
737,298.0450000000001,0.740511
738,298.1099999999997,0.7408
739,298.15899999999965,0.742826
740,298.20799999999963,0.742537
741,298.2470000000003,0.737617
742,298.308,0.741379
743,298.34699999999975,0.743984
744,298.41899999999987,0.743405
745,298.46799999999985,0.744853
746,298.51900000000023,0.74601
747,298.5460000000003,0.74601
748,298.6090000000004,0.745721
749,298.6700000000001,0.747458
750,298.6970000000001,0.75672
751,298.8249999999998,0.749194
752,298.89300000000003,0.754404
753,298.9300000000003,0.755273
754,298.9840000000004,0.756141
755,299.1270000000004,0.755562
756,299.1790000000001,0.752089
757,299.23099999999977,0.750931
758,299.28300000000036,0.748905
759,299.3689999999997,0.75122
760,299.3869999999997,0.75151
761,299.47599999999966,0.752089
762,299.491,0.752378
763,299.54299999999967,0.751799
764,299.59599999999955,0.752957
765,299.64699999999993,0.752378
766,299.6959999999999,0.747747
767,299.7460000000001,0.740511
768,299.8010000000004,0.758456
769,299.8620000000001,0.748036
770,299.91799999999967,0.7463
771,299.9459999999999,0.746589
772,300.0749999999998,0.747458
773,300.15999999999985,0.749773
774,300.1800000000003,0.749194
775,300.2430000000004,0.746879
776,300.3199999999997,0.74601
777,300.33500000000004,0.754115
778,300.4489999999996,0.750063
779,300.58799999999974,0.748326
780,300.6409999999996,0.748326
781,300.7520000000004,0.739932
782,300.8199999999997,0.752378
783,300.84900000000016,0.748615
784,300.89699999999993,0.750931
785,300.9949999999999,0.75122
786,300.9960000000001,0.75122
787,301.08899999999994,0.750352
788,301.10000000000036,0.750931
789,301.1850000000004,0.752089
790,301.27300000000014,0.759904
791,301.3800000000001,0.7463
792,301.52300000000014,0.74601
793,301.576,0.7463
794,301.71000000000004,0.74601
795,301.8040000000001,0.751799
796,301.8159999999998,0.741669
797,301.89900000000034,0.741958
798,301.9889999999996,0.743116
799,302.04100000000017,0.743984
800,302.14900000000034,0.742537
801,302.2489999999998,0.737038
802,302.2979999999998,0.730959
803,302.46000000000004,0.74601
804,302.509,0.746589
805,302.567,0.746589
806,302.65499999999975,0.744853
807,302.70300000000043,0.744563
808,302.8649999999998,0.752089
809,302.97900000000027,0.742826
810,303.03099999999995,0.742248
811,303.08299999999963,0.742248
812,303.14699999999993,0.741958
813,303.29399999999987,0.745721
814,303.34699999999975,0.747458
815,303.4549999999999,0.739643
816,303.5619999999999,0.738774
817,303.6109999999999,0.739353
818,303.65899999999965,0.739064
819,303.7359999999999,0.739064
820,303.7539999999999,0.740511
821,303.90599999999995,0.739932
822,303.95300000000043,0.736459
823,304.183,0.737038
824,304.27999999999975,0.736748
825,304.29399999999987,0.732117
826,304.442,0.741669
827,304.4939999999997,0.738195
828,304.6229999999996,0.738485
829,304.6999999999998,0.739064
830,304.7520000000004,0.739353
831,304.77999999999975,0.740222
832,304.83200000000033,0.742537
833,305.009,0.740511
834,305.09900000000016,0.738485
835,305.1149999999998,0.738195
836,305.15400000000045,0.738485
837,305.27900000000045,0.739932
838,305.39999999999964,0.74109
839,305.4480000000003,0.745142
840,305.5709999999999,0.737906
841,305.65599999999995,0.737617
842,305.6710000000003,0.737906
843,305.8270000000002,0.736169
844,305.8779999999997,0.738195
845,306.0450000000001,0.738195
846,306.10099999999966,0.737327
847,306.14599999999973,0.737038
848,306.241,0.735301
849,306.2460000000001,0.735301
850,306.33299999999963,0.734433
851,306.424,0.73559
852,306.47599999999966,0.73559
853,306.6859999999997,0.73588
854,306.78200000000015,0.737617
855,306.7950000000001,0.737906
856,306.9449999999997,0.732985
857,306.9960000000001,0.737617
858,307.07800000000043,0.739064
859,307.09599999999955,0.739932
860,307.1760000000004,0.740222
861,307.1970000000001,0.7408
862,307.28499999999985,0.7408
863,307.2960000000003,0.74109
864,307.3919999999998,0.741669
865,307.40499999999975,0.740511
866,307.54200000000037,0.73588
867,307.59400000000005,0.737038
868,307.72999999999956,0.737617
869,307.826,0.737906
870,307.83700000000044,0.737906
871,307.9870000000001,0.733275
872,308.03999999999996,0.739932
873,308.1099999999997,0.740222
874,308.16499999999996,0.74109
875,308.1959999999999,0.741379
876,308.2619999999997,0.742248
877,308.5529999999999,0.750641
878,308.60099999999966,0.75151
879,308.64900000000034,0.753825
880,308.72500000000036,0.75643
881,308.7470000000003,0.757588
882,308.7960000000003,0.758746
883,308.89500000000044,0.760482
884,308.90200000000004,0.762219
885,309.0140000000001,0.760482
886,309.0619999999999,0.757299
887,309.1099999999997,0.76193
888,309.1779999999999,0.76193
889,309.2340000000004,0.762798
890,309.2539999999999,0.763956
891,309.3019999999997,0.763956
892,309.3649999999998,0.763956
893,309.39900000000034,0.764245
894,309.4539999999997,0.764535
895,309.53799999999956,0.760772
896,309.5460000000003,0.760772
897,309.71500000000015,0.757009
898,309.7629999999999,0.755273
899,309.83200000000033,0.753825
900,309.924,0.753536
901,309.97699999999986,0.754115
902,310.1350000000002,0.75151
903,310.2529999999997,0.748326
904,310.3019999999997,0.748615
905,310.4300000000003,0.748326
906,310.52499999999964,0.749194
907,310.5709999999999,0.74601
908,310.6260000000002,0.7463
909,310.71200000000044,0.745721
910,311.46500000000015,0.737906
911,311.5119999999997,0.741379
912,311.5609999999997,0.74109
913,311.6329999999998,0.746879
914,311.65599999999995,0.743984
915,311.73099999999977,0.750352
916,311.7520000000004,0.750352
917,311.8000000000002,0.75151
918,311.89300000000003,0.753246
919,311.90300000000025,0.754115
920,312.0050000000001,0.755851
921,312.0529999999999,0.759904
922,312.1170000000002,0.761351
923,312.1779999999999,0.765982
924,312.1980000000003,0.76685
925,312.3209999999999,0.764535
926,312.375,0.765114
927,312.4830000000002,0.765114
928,312.567,0.763087
929,312.58700000000044,0.769166
930,312.6379999999999,0.752668
931,312.78099999999995,0.758456
932,312.83299999999963,0.757588
933,312.8850000000002,0.75672
934,312.9380000000001,0.755273
935,313.08500000000004,0.75122
936,313.1369999999997,0.749484
937,313.2460000000001,0.750063
938,313.33399999999983,0.749484
939,313.34599999999955,0.749484
940,313.4350000000004,0.75122
