,Time,MFT
0,248.73400000000038,0.737038
1,248.83600000000024,0.738485
2,248.88799999999992,0.739643
3,248.9409999999998,0.740511
4,248.9920000000002,0.7408
5,249.04399999999987,0.742537
6,249.09599999999955,0.743405
7,249.14599999999973,0.745142
8,249.1959999999999,0.745721
9,249.2470000000003,0.749484
10,249.29600000000028,0.752378
11,249.34599999999955,0.751799
12,249.39699999999993,0.753825
13,249.4459999999999,0.749773
14,249.4960000000001,0.750641
15,249.54600000000028,0.752378
16,249.59599999999955,0.75151
17,249.64599999999973,0.752089
18,249.69700000000012,0.753246
19,249.7460000000001,0.752957
20,249.79699999999957,0.755273
21,249.84599999999955,0.763087
22,249.89599999999973,0.757588
23,249.94700000000012,0.753825
24,249.9970000000003,0.753825
25,250.04600000000028,0.753246
26,250.09599999999955,0.754404
27,250.14599999999973,0.753536
28,250.19700000000012,0.752668
29,250.2470000000003,0.751799
30,250.29799999999977,0.751799
31,250.34599999999955,0.759904
32,250.39599999999973,0.752089
33,250.4459999999999,0.750352
34,250.4970000000003,0.750931
35,250.54600000000028,0.750063
36,250.59599999999955,0.750063
37,250.64599999999973,0.749484
38,250.6959999999999,0.748905
39,250.7470000000003,0.749194
40,250.79600000000028,0.748326
41,250.84699999999975,0.743405
42,250.89599999999973,0.742248
43,250.94700000000012,0.744274
44,250.9960000000001,0.743695
45,251.0600000000004,0.742248
46,251.1220000000003,0.7408
47,251.14599999999973,0.7408
48,251.1959999999999,0.741958
49,251.2470000000003,0.74109
50,251.29600000000028,0.732696
51,251.34699999999975,0.728065
52,251.39599999999973,0.733854
53,251.4459999999999,0.738195
54,251.4960000000001,0.737327
55,251.54699999999957,0.737906
56,251.59599999999955,0.737327
57,251.64699999999993,0.736748
58,251.6959999999999,0.73559
59,251.7460000000001,0.734433
60,251.79600000000028,0.726039
61,251.84699999999975,0.729223
62,251.89699999999993,0.735012
63,251.9459999999999,0.739353
64,251.9960000000001,0.738195
65,252.04600000000028,0.738774
66,252.09599999999955,0.738485
67,252.14599999999973,0.738195
68,252.19700000000012,0.736459
69,252.2460000000001,0.736748
70,252.29699999999957,0.739353
71,252.34599999999955,0.742826
72,252.39699999999993,0.738485
73,252.44700000000012,0.736459
74,252.4960000000001,0.73559
75,252.54600000000028,0.735012
76,252.59599999999955,0.73559
77,252.64599999999973,0.735301
78,252.69700000000012,0.73588
79,252.7470000000003,0.736748
80,252.79600000000028,0.745721
81,252.84599999999955,0.746589
82,252.89599999999973,0.742826
83,252.9459999999999,0.733854
84,252.9960000000001,0.735301
85,253.04600000000028,0.735301
86,253.09699999999975,0.735012
87,253.14599999999973,0.734433
88,253.1959999999999,0.734433
89,253.2470000000003,0.734433
90,253.29600000000028,0.73559
91,253.34599999999955,0.736169
92,253.39699999999993,0.74109
93,253.4459999999999,0.734143
94,253.4960000000001,0.735012
95,253.54600000000028,0.733854
96,253.59599999999955,0.733854
97,253.64599999999973,0.734433
98,253.6959999999999,0.733854
99,253.7460000000001,0.734143
100,253.79699999999957,0.730091
101,253.84599999999955,0.731249
102,253.89699999999993,0.735012
103,253.9459999999999,0.734143
104,253.9960000000001,0.735012
105,254.04699999999957,0.735301
106,254.09599999999955,0.735301
107,254.14699999999993,0.737327
108,254.1959999999999,0.737906
109,254.2470000000003,0.737327
110,254.29600000000028,0.734433
111,254.34699999999975,0.732117
112,254.39599999999973,0.732985
113,254.4459999999999,0.738195
114,254.4960000000001,0.738774
115,254.54600000000028,0.739353
116,254.59599999999955,0.738485
117,254.64599999999973,0.738485
118,254.69700000000012,0.739064
119,254.7460000000001,0.739932
120,254.79699999999957,0.739643
121,254.84599999999955,0.732985
122,254.89599999999973,0.73067
123,254.9459999999999,0.739064
124,255.0,0.737327
125,255.04600000000028,0.738195
126,255.09599999999955,0.739064
127,255.14599999999973,0.737906
128,255.1959999999999,0.737038
129,255.2460000000001,0.737906
130,255.29600000000028,0.738195
131,255.34599999999955,0.731249
132,255.39599999999973,0.732696
133,255.4459999999999,0.740511
134,255.4960000000001,0.738195
135,255.54600000000028,0.737038
136,255.59699999999975,0.736748
137,255.64599999999973,0.737327
138,255.69700000000012,0.737038
139,255.7460000000001,0.737038
140,255.79699999999957,0.738195
141,255.84599999999955,0.739932
142,255.89699999999993,0.742826
143,255.94700000000012,0.745431
144,255.9960000000001,0.743695
145,256.04699999999957,0.742826
146,256.09599999999955,0.742248
147,256.14599999999973,0.743695
148,256.1959999999999,0.744853
149,256.2470000000003,0.744563
150,256.2960000000003,0.747168
151,256.34699999999975,0.761061
152,256.39599999999973,0.75672
153,256.4470000000001,0.747747
154,256.4960000000001,0.744853
155,256.5460000000003,0.747168
156,256.59599999999955,0.748615
157,256.64699999999993,0.748615
158,256.6970000000001,0.748905
159,256.7460000000001,0.748326
160,256.7960000000003,0.750641
161,256.84599999999955,0.755851
162,256.89699999999993,0.752378
163,256.9459999999999,0.741669
164,256.9960000000001,0.743116
165,257.0460000000003,0.744274
166,257.09599999999955,0.74601
167,257.14599999999973,0.745431
168,257.1989999999996,0.74601
169,257.2479999999996,0.745721
170,257.29699999999957,0.744274
171,257.34799999999996,0.739064
172,257.39599999999973,0.7408
173,257.4459999999999,0.7408
174,257.4970000000003,0.746879
175,257.5460000000003,0.7463
176,257.59699999999975,0.745721
177,257.65099999999984,0.745142
178,257.6999999999998,0.744563
179,257.7550000000001,0.745721
180,257.8249999999998,0.741669
181,257.84699999999975,0.737906
182,257.91200000000026,0.746589
183,257.96900000000005,0.750641
184,257.9960000000001,0.749773
185,258.0460000000003,0.748905
186,258.14500000000044,0.747458
187,258.14699999999993,0.747458
188,258.1959999999999,0.747747
189,258.2460000000001,0.747168
190,258.29699999999957,0.745431
191,258.34599999999955,0.748036
192,258.39599999999973,0.738485
193,258.4470000000001,0.744563
194,258.4970000000003,0.745431
195,258.5460000000003,0.744274
196,258.6080000000002,0.745142
197,258.64599999999973,0.744853
198,258.6970000000001,0.744853
199,258.7460000000001,0.745142
200,258.79699999999957,0.74601
201,258.84699999999975,0.748615
202,258.89599999999973,0.749773
203,258.9470000000001,0.748326
204,258.9960000000001,0.741669
205,259.0460000000003,0.742537
206,259.09699999999975,0.742537
207,259.14599999999973,0.741669
208,259.1959999999999,0.741669
209,259.2470000000003,0.741379
210,259.29699999999957,0.742537
211,259.34699999999975,0.745721
212,259.39599999999973,0.749773
213,259.4459999999999,0.741669
214,259.4970000000003,0.739643
215,259.58700000000044,0.742248
216,259.59599999999955,0.742248
217,259.64599999999973,0.742826
218,259.7389999999996,0.741958
219,259.7470000000003,0.741958
220,259.7960000000003,0.741958
221,259.84699999999975,0.735012
222,259.89599999999973,0.73588
223,259.9459999999999,0.737617
224,259.9960000000001,0.744274
225,260.0460000000003,0.743695
226,260.09599999999955,0.743116
227,260.14599999999973,0.743695
228,260.1959999999999,0.743984
229,260.2460000000001,0.744274
230,260.2960000000003,0.744563
231,260.3760000000002,0.753825
232,260.39699999999993,0.747168
233,260.4459999999999,0.749773
234,260.4960000000001,0.744274
235,260.5460000000003,0.743405
236,260.59599999999955,0.742248
237,260.64599999999973,0.7408
238,260.6970000000001,0.740511
239,260.7470000000003,0.7408
240,260.7960000000003,0.739932
241,260.84699999999975,0.744853
242,260.89699999999993,0.745431
243,260.9459999999999,0.748326
244,260.9960000000001,0.738195
245,261.0460000000003,0.739643
246,261.09699999999975,0.741669
247,261.15700000000015,0.741669
248,261.1970000000001,0.74109
249,261.2489999999998,0.741379
250,261.2960000000003,0.7408
251,261.34599999999955,0.737327
252,261.39999999999964,0.74109
253,261.4470000000001,0.746879
254,261.4970000000003,0.749194
255,261.5550000000003,0.747747
256,261.59599999999955,0.749194
257,261.64599999999973,0.750063
258,261.6970000000001,0.749773
259,261.7460000000001,0.749773
260,261.7960000000003,0.750641
261,261.84699999999975,0.746879
262,261.89599999999973,0.742537
263,261.9459999999999,0.738774
264,261.9970000000003,0.744853
265,262.0460000000003,0.743984
266,262.09599999999955,0.74109
267,262.14599999999973,0.740222
268,262.1959999999999,0.739353
269,262.2470000000003,0.738774
270,262.2960000000003,0.739353
271,262.34599999999955,0.742248
272,262.39699999999993,0.737617
273,262.4549999999999,0.736169
274,262.4960000000001,0.734143
275,262.5699999999997,0.734143
276,262.59599999999955,0.733564
277,262.65700000000015,0.73559
278,262.70300000000043,0.735301
279,262.7470000000003,0.73559
280,262.817,0.735012
281,262.84599999999955,0.741379
282,262.89599999999973,0.743984
283,262.97699999999986,0.738774
284,262.9960000000001,0.743405
285,263.0460000000003,0.741379
286,263.09900000000016,0.742248
287,263.15599999999995,0.741958
288,263.2460000000001,0.741958
289,263.33399999999983,0.754115
290,263.39400000000023,0.7408
291,263.39599999999973,0.7408
292,263.46200000000044,0.743116
293,263.53300000000036,0.745431
294,263.5460000000003,0.74601
295,263.59599999999955,0.747168
296,263.7420000000002,0.74601
297,263.7950000000001,0.747168
298,263.85499999999956,0.756141
299,263.9369999999999,0.745431
300,263.9470000000001,0.745431
301,264.02599999999984,0.748036
302,264.04699999999957,0.748326
303,264.125,0.750641
304,264.14699999999993,0.751799
305,264.21399999999994,0.753246
306,264.3119999999999,0.754115
307,264.3810000000003,0.742537
308,264.47999999999956,0.749773
309,264.53300000000036,0.75122
310,264.7399999999998,0.750931
311,264.79100000000017,0.753825
312,264.84299999999985,0.758746
313,264.92199999999957,0.748326
314,264.9459999999999,0.749484
315,264.9970000000003,0.74601
316,265.049,0.746589
317,265.20600000000013,0.745431
318,265.2960000000003,0.744853
319,265.3019999999997,0.740222
320,265.40400000000045,0.738195
321,265.51800000000003,0.740511
322,265.5659999999998,0.740511
323,265.6379999999999,0.7408
324,265.8040000000001,0.73559
325,265.91600000000017,0.741958
326,266.0,0.741379
327,266.03099999999995,0.739932
328,266.09199999999964,0.738774
329,266.1080000000002,0.737906
330,266.1790000000001,0.736748
331,266.2669999999998,0.736459
332,266.34400000000005,0.741958
333,266.3639999999996,0.734722
334,266.41299999999956,0.739932
335,266.52900000000045,0.741379
336,266.64500000000044,0.740222
337,266.7389999999996,0.740222
338,266.75,0.739932
339,266.8270000000002,0.739932
340,266.89500000000044,0.737327
341,266.89599999999973,0.737327
342,266.96399999999994,0.739353
343,267.0680000000002,0.738485
344,267.16100000000006,0.739643
345,267.1779999999999,0.739643
346,267.21299999999974,0.739353
347,267.40800000000036,0.736169
348,267.5060000000003,0.737038
349,267.5550000000003,0.736748
350,267.6220000000003,0.736459
351,267.72500000000036,0.736748
352,267.8620000000001,0.737906
353,268.1750000000002,0.733854
354,268.22599999999966,0.734722
355,268.3090000000002,0.731249
356,268.3299999999999,0.727197
357,268.40700000000015,0.727776
358,268.4340000000002,0.726618
359,268.52099999999973,0.727776
360,268.53799999999956,0.728354
361,268.60599999999977,0.729223
362,268.6890000000003,0.730091
363,268.7020000000002,0.729802
364,268.8040000000001,0.734722
365,268.90700000000015,0.731249
366,269.02499999999964,0.732407
367,269.1319999999996,0.734433
368,269.2430000000004,0.73588
369,269.29399999999987,0.742826
370,269.34799999999996,0.743695
